Ticker,MarketCap,TrailingPE,ForwardPE,TrailingEPS,ForwardEPS,TotalRevenue,DividendYield,Beta,Sector,Industry,FullTimeEmployees,Sector_Encoded,Industry_Encoded
20MICRONS.BO,6092213760.0,10.020313,,17.23,,8977657856.0,0.72,0.872,Basic Materials,Other Industrial Metals & Mining,384.0,1,67
21STCENMGM.BO,745080000.0,1.8742735,,37.86,,1386355968.0,3.59,0.501,Financial Services,Capital Markets,10.0,6,20
3MINDIA.BO,295869972480.0,51.282436,38.595592,512.15,680.5,43418697728.0,0.61,0.292,Industrials,Conglomerates,1033.0,8,25
63MOONS.BO,31798771712.0,,,-7.87,,1461373056.0,0.29,1.199,Technology,Software - Application,863.0,10,82
A2ZINFRA.BO,2881323264.0,77.90477,,0.21,,3435841024.0,,0.714,Industrials,Engineering & Construction,5723.0,8,37
AARTIDRUGS.BO,32067715072.0,21.140192,7.14998,16.62,49.14,23302563840.0,0.28,0.834,Healthcare,Drug Manufacturers - Specialty & Generic,1064.0,7,32
AARTIIND.BO,136488779776.0,37.166832,5.4009466,10.13,69.71,70953197568.0,0.27,0.843,Basic Materials,Specialty Chemicals,6100.0,1,86
AARVEEDEN.BO,3414574080.0,19.563171,,7.44,,591574976.0,,0.84,Consumer Cyclical,Textile Manufacturing,386.0,3,91
ABAN.BO,2381304320.0,,,-166.15,,6885150208.0,,0.801,Energy,Oil & Gas Drilling,31.0,5,62
ABB.BO,1045056061440.0,55.863728,156.21318,88.28,31.57,121883099136.0,0.68,0.806,Industrials,Specialty Industrial Machinery,,8,87
ABBOTINDIA.BO,647474708480.0,48.54371,111.344,627.69,273.66,62431899648.0,1.35,-0.012,Healthcare,Drug Manufacturers - Specialty & Generic,3814.0,7,32
ABFRL.BO,294416482304.0,,81.44781,-6.22,2.97,147830194176.0,,0.172,Consumer Cyclical,Apparel Manufacturing,26965.0,3,6
ABHISHEK.BO,9124810.0,,,,,,,,Unknown,Unknown,,11,97
ACC.BO,341537619968.0,13.192732,16.527431,137.86,,211045105664.0,0.41,0.492,Basic Materials,Building Materials,3852.0,1,17
ACCELYA.BO,19204177920.0,19.959665,,64.46,,5193948160.0,7.77,0.516,Technology,Information Technology Services,2500.0,10,47
ACE.BO,125032603648.0,32.14963,140.08667,32.68,7.5,32019009536.0,0.19,1.402,Industrials,Farm & Heavy Construction Machinery,1387.0,8,39
ADANIENT.BO,2415756312576.0,69.93151,30.526506,29.93,,1001089073152.0,0.06,1.001,Energy,Thermal Coal,8676.0,5,92
ADANIPORTS.BO,2311673872384.0,22.832304,18.88385,46.87,,288833896448.0,0.56,0.651,Industrials,Marine Shipping,3129.0,8,57
ADANIPOWER.BO,1846510092288.0,14.81281,-346.9203,32.32,-1.38,553293774848.0,,0.723,Utilities,Utilities - Independent Power Producers,3295.0,12,98
ADFFOODS.BO,25713670144.0,32.68855,,7.16,,5841420800.0,0.77,0.892,Consumer Defensive,Packaged Foods,354.0,4,68
ADORWELD.BO,14961187840.0,33.555817,49.982555,25.62,17.2,9202100224.0,4.19,0.777,Industrials,Specialty Industrial Machinery,672.0,8,87
ADSL.BO,11250642944.0,23.000002,15.6328125,8.7,,7794800128.0,0.75,1.135,Technology,Information Technology Services,3000.0,10,47
ADVANIHOTR.BO,5245884416.0,20.487364,22.883064,2.77,2.48,1064633024.0,3.17,0.548,Consumer Cyclical,Lodging,161.0,3,54
AEGISLOG.BO,267005706240.0,46.075108,88.043976,16.51,8.64,68959215616.0,1.18,1.048,Energy,Oil & Gas Refining & Marketing,952.0,5,66
AGARIND.BO,13242888192.0,10.752368,,82.34,,23519315968.0,0.34,0.87,Basic Materials,Specialty Chemicals,129.0,1,86
AHLEAST.BO,2222848000.0,8.315006,6.8268723,15.46,18.83,1116702976.0,1.94,-0.122,Consumer Cyclical,Lodging,277.0,3,54
AHLUCONT.BO,43253895168.0,13.587963,23.932543,47.52,26.98,40464470016.0,0.08,0.967,Industrials,Engineering & Construction,2995.0,8,37
AHLWEST.BO,1645731968.0,,,,,,,,Unknown,Unknown,,11,97
AIAENG.BO,293142724608.0,28.489838,47.50605,110.22,66.1,42806202368.0,0.51,0.482,Industrials,Specialty Industrial Machinery,1337.0,8,87
AIFL.BO,,,,,,,,,Unknown,Unknown,,11,97
AJANTPHARM.BO,310718595072.0,34.72222,40.29645,71.64,61.73,45317701632.0,2.17,0.161,Healthcare,Drug Manufacturers - Specialty & Generic,8073.0,7,32
AJMERA.BO,28724271104.0,20.32303,25.51748,35.91,28.6,8183723008.0,0.55,1.111,Real Estate,Real Estate - Development,305.0,9,75
AKSHOPTFBR.BO,1308091904.0,,,-4.9,,1473447040.0,,1.008,Technology,Communication Equipment,,10,22
AKZOINDIA.BO,141527859200.0,32.893204,70.18406,94.48,44.28,40425000960.0,4.5,0.211,Basic Materials,Specialty Chemicals,1500.0,1,86
ALANKIT.BO,4335816704.0,18.37931,,0.87,,2635159040.0,,1.302,Technology,Information Technology Services,1001.0,10,47
ALCHEM.BO,40814996.0,,,,,,,,Unknown,Unknown,,11,97
ALEMBICLTD.BO,23444197376.0,7.459151,,12.24,,2106653056.0,2.63,1.069,Real Estate,Real Estate - Development,285.0,9,75
ALICON.BO,12135368704.0,21.23044,18.63296,35.15,40.05,17151360000.0,1.01,0.924,Industrials,Metal Fabrication,794.0,8,60
ALKALI.BO,871112896.0,,,-8.9,,818798016.0,1.17,0.92,Basic Materials,Specialty Chemicals,107.0,1,86
ALKYLAMINE.BO,81342029824.0,45.657288,32.419155,34.84,,15423863808.0,0.63,0.844,Basic Materials,Specialty Chemicals,692.0,1,86
ALLCARGO.BO,30603831296.0,72.4186,2.974212,0.43,10.47,156179693568.0,6.74,0.88,Industrials,Integrated Freight & Logistics,537.0,8,50
ALMONDZ.BO,3680007424.0,21.36,,1.0,,1398439040.0,,-0.012,Financial Services,Capital Markets,297.0,6,20
ALPA.BO,2060926720.0,9.893939,,9.9,,961393024.0,,1.086,Healthcare,Drug Manufacturers - Specialty & Generic,410.0,7,32
ALPHAGEO.BO,1590874240.0,97.25681,2.013777,2.57,124.12,1070065984.0,3.2,0.993,Energy,Oil & Gas Equipment & Services,108.0,5,64
ALPSINDUS.BO,101696656.0,,,-16.38,,17503000.0,,0.82,Consumer Cyclical,Textile Manufacturing,4.0,3,91
AMBIKCO.BO,7568163328.0,11.468291,10.040634,115.27,131.66,7715499008.0,2.65,0.618,Consumer Cyclical,Textile Manufacturing,1802.0,3,91
AMBUJACEM.BO,1145350782976.0,26.035833,56.159424,17.86,8.28,340501397504.0,0.43,0.246,Basic Materials,Building Materials,3548.0,1,17
AMDIND.BO,824168128.0,78.181816,,0.55,,2691998976.0,,0.52,Consumer Cyclical,Packaging & Containers,240.0,3,69
AMRUTANJAN.BO,16669868032.0,33.89248,,17.02,,4436054016.0,0.97,0.787,Healthcare,Drug Manufacturers - Specialty & Generic,634.0,7,32
ANANTRAJ.BO,158381015040.0,40.31767,27.334415,11.49,,19619065856.0,0.16,0.698,Real Estate,Real Estate - Development,204.0,9,75
ANDHRSUGAR.BO,9663646720.0,21.283583,,3.35,,19525828608.0,1.4,0.916,Basic Materials,Chemicals,1994.0,1,21
ANDREWYU.BO,14624524288.0,,,-0.48,,2898515968.0,,1.173,Consumer Defensive,Farm Products,14169.0,4,40
ANIKINDS.BO,2563035648.0,,,-0.19,,1239656960.0,,0.861,Consumer Defensive,Food Distribution,28.0,4,43
ANSALAPI.BO,1042021056.0,,,-18.94,,6702032896.0,,0.814,Real Estate,Real Estate - Development,356.0,9,75
ANSALHSG.BO,601578176.0,,,,,,,,Unknown,Unknown,,11,97
APARINDS.BO,233078554624.0,28.818226,103.321754,201.35,56.16,178265604096.0,0.88,-0.059,Industrials,Electrical Equipment & Parts,2045.0,8,34
APCL.BO,3420695296.0,,4.6710787,-24.58,24.93,4490399744.0,,0.571,Basic Materials,Building Materials,238.0,1,17
APCOTEXIND.BO,17093297152.0,32.48276,10.799214,10.15,30.53,13535414272.0,1.67,0.543,Basic Materials,Specialty Chemicals,565.0,1,86
APLAPOLLO.BO,398956068864.0,62.884953,13.947318,22.86,103.07,199523106816.0,0.38,0.756,Basic Materials,Steel,2682.0,1,89
APLLTD.BO,146203557888.0,24.21224,26.861683,30.72,27.69,64194301952.0,1.48,0.731,Healthcare,Drug Manufacturers - Specialty & Generic,14858.0,7,32
APOLLOHOSP.BO,870271614976.0,66.22169,45.41897,91.39,,211456999424.0,0.3,0.667,Healthcare,Medical Care Facilities,83147.0,7,58
APOLLOTYRE.BO,237750059008.0,18.413675,19.396374,20.33,19.3,256006766592.0,1.6,0.991,Consumer Cyclical,Auto Parts,7559.0,3,10
APTECHT.BO,6455366656.0,38.11644,17.123077,2.92,6.5,4454754816.0,4.04,0.698,Consumer Defensive,Education & Training Services,497.0,4,33
ARCHIDPLY.BO,1590193280.0,,20.738344,-3.43,3.86,5162720256.0,,0.715,Basic Materials,Lumber & Wood Production,375.0,1,55
ARCHIES.BO,611417984.0,,,-2.66,,725632000.0,,0.908,Consumer Cyclical,Specialty Retail,487.0,3,88
ARCOTECH.BO,245699984.0,,,,,,,,Unknown,Unknown,,11,97
ARIES.BO,3095023360.0,9.6434355,,24.68,,6009889792.0,0.42,0.546,Basic Materials,Agricultural Inputs,1123.0,1,2
ARMANFIN.BO,13427314688.0,14.266049,,89.72,,2823245056.0,,0.686,Financial Services,Credit Services,951.0,6,28
AROGRANITE.BO,544680000.0,,,-4.46,,1291724032.0,,0.811,Industrials,Building Products & Equipment,248.0,8,18
ARROWGREEN.BO,7952831488.0,12.8529625,12.762712,41.01,41.3,2366799872.0,0.38,0.526,Consumer Cyclical,Packaging & Containers,108.0,3,69
ARSHIYA.BO,858931776.0,,,-106.98,,1544071040.0,,1.855,Industrials,Integrated Freight & Logistics,,8,50
ARSSINFRA.BO,597327296.0,22.646553,,1.16,,2433862912.0,,1.448,Industrials,Infrastructure Operations,406.0,8,48
ARVIND.BO,88883322880.0,29.500433,15.978823,11.51,21.25,81826299904.0,1.1,0.704,Consumer Cyclical,Textile Manufacturing,24599.0,3,91
ASAHIINDIA.BO,150691495936.0,42.722263,72.92941,14.51,8.5,45035098112.0,0.32,0.662,Consumer Cyclical,Auto Parts,2567.0,3,10
ASAHISONG.BO,3332269824.0,23.363636,10.5092945,12.1,26.9,5355727872.0,0.18,1.084,Basic Materials,Specialty Chemicals,126.0,1,86
ASAL.BO,7473718784.0,38.45714,,12.25,,8196850176.0,,1.077,Consumer Cyclical,Auto Parts,497.0,3,10
ASHAPURMIN.BO,32932622336.0,11.627319,,29.65,,25523640320.0,,1.078,Basic Materials,Other Industrial Metals & Mining,1470.0,1,67
ASHIANA.BO,30318340096.0,208.0,,1.45,,6033293824.0,0.5,0.745,Real Estate,Real Estate - Development,728.0,9,75
ASHIMASYN.BO,3643456768.0,4.002105,,4.75,,3281700096.0,,1.061,Consumer Cyclical,Textile Manufacturing,239.0,3,91
ASHOKA.BO,48382611456.0,3.2011516,59.636677,53.84,2.89,103940816896.0,,1.311,Industrials,Engineering & Construction,1594.0,8,37
ASHOKLEY.BO,625040424960.0,22.12578,25.831312,9.62,8.24,474692616192.0,3.27,0.833,Industrials,Farm & Heavy Construction Machinery,9607.0,8,39
ASHOKRE.BO,45789576.0,,,,,,,,Unknown,Unknown,,11,97
ASIANHOTNR.BO,7003151872.0,,,-1.12,,3102725120.0,,0.458,Consumer Cyclical,Lodging,785.0,3,54
ASIANPAINT.BO,2089957326848.0,49.510563,44.375057,44.03,,342202613760.0,1.49,0.402,Basic Materials,Specialty Chemicals,9482.0,1,86
ASIANTILES.BO,6497917952.0,96.065216,,0.46,,15107731456.0,,0.725,Industrials,Building Products & Equipment,6000.0,8,18
ASTEC.BO,14318282752.0,,35.52798,-61.04,,4159859968.0,,0.295,Basic Materials,Agricultural Inputs,606.0,1,2
ASTRAL.BO,359635124224.0,68.478264,51.510197,19.55,25.99,57761001472.0,0.28,0.54,Industrials,Building Products & Equipment,,8,18
ASTRAMICRO.BO,57721815040.0,42.904022,29.158274,14.17,,9972830208.0,0.33,0.853,Technology,Communication Equipment,1469.0,10,22
ASTRAZEN.BO,167659995136.0,172.40102,,38.9,,16190100480.0,0.36,0.339,Healthcare,Drug Manufacturers - Specialty & Generic,940.0,7,32
ATFL.BO,30445901824.0,345.1496,288.44644,2.34,2.8,7734130176.0,0.37,0.968,Consumer Defensive,Packaged Foods,564.0,4,68
ATLASCYCLE.BO,665017664.0,4.35477,,23.48,,117148000.0,,0.595,Consumer Cyclical,Leisure,14.0,3,53
ATUL.BO,156316598272.0,37.593735,23.360933,141.09,227.05,53438599168.0,0.38,0.51,Basic Materials,Specialty Chemicals,3255.0,1,86
ATULAUTO.BO,12191145984.0,60.5931,18.504633,7.25,23.74,6685899776.0,,0.302,Consumer Cyclical,Auto Manufacturers,474.0,3,9
AURIONPRO.BO,72983150592.0,40.00147,27.56288,33.97,,10928837632.0,0.26,-0.196,Technology,Software - Infrastructure,1795.0,10,83
AUROPHARMA.BO,614662537216.0,17.70035,21.167467,59.77,49.98,309217591296.0,0.4,0.638,Healthcare,Drug Manufacturers - Specialty & Generic,26015.0,7,32
AUTOAXLES.BO,24817682432.0,16.154337,16.36359,101.66,100.36,20894160896.0,1.95,1.127,Consumer Cyclical,Auto Parts,989.0,3,10
AUTOIND.BO,3035230720.0,15.416668,,4.56,,6529829888.0,,0.731,Consumer Cyclical,Auto Parts,866.0,3,10
AUTOINT.BO,163744512.0,2.9867725,,94.5,,837254016.0,0.43,0.24,Industrials,Rental & Leasing Services,322.0,8,78
AVTNPL.BO,8544655360.0,19.085033,31.522472,2.94,1.78,5242511872.0,1.43,0.506,Basic Materials,Specialty Chemicals,315.0,1,86
AXISBANK.BO,3145467691008.0,11.223621,25.921154,90.51,39.19,672979812352.0,0.1,0.961,Financial Services,Banks - Regional,104633.0,6,11
AXISCADES.BO,29995517952.0,58.1425,,12.14,,9776043008.0,,1.116,Industrials,Engineering & Construction,3131.0,8,37
AYMSYNTEX.BO,11445348352.0,31.86482,,6.14,,15022639104.0,,1.17,Consumer Cyclical,Textile Manufacturing,1332.0,3,91
BAGFILMS.BO,1365634176.0,115.00001,,0.06,,1344258048.0,,0.126,Communication Services,Broadcasting,23.0,2,16
BAJAJ-AUTO.BO,2208023183360.0,29.41171,21.510868,268.83,,512005996544.0,1.01,1.107,Consumer Cyclical,Auto Manufacturers,6192.0,3,9
BAJAJELEC.BO,69545459712.0,67.143654,23.343012,8.98,25.83,47510384640.0,0.5,0.663,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1958.0,3,45
BAJAJFINSV.BO,2987097849856.0,35.213387,75.76861,53.19,24.72,1271847583744.0,0.05,1.182,Financial Services,Financial Conglomerates,92079.0,6,41
BAJAJHIND.BO,23159773184.0,,,-1.14,,58913701888.0,,1.477,Consumer Defensive,Confectioners,7374.0,4,24
BAJAJHLDNG.BO,1289736028160.0,17.182222,33.99598,674.45,340.88,18206699520.0,0.74,0.718,Financial Services,Asset Management,19.0,6,8
BAJFINANCE.BO,5285773574144.0,33.11206,101.139595,257.98,84.46,358050791424.0,0.42,1.104,Financial Services,Credit Services,,6,28
BALAJITELE.BO,6455414272.0,,,-0.93,,5219521024.0,,0.727,Communication Services,Entertainment,103.0,2,38
BALAMINES.BO,41913933824.0,22.623295,29.240505,57.18,44.24,14582940672.0,0.85,1.208,Basic Materials,Specialty Chemicals,1084.0,1,86
BALKRISIND.BO,506210222080.0,28.571196,46.280487,91.65,56.58,103764901888.0,0.61,0.801,Consumer Cyclical,Auto Parts,3590.0,3,10
BALLARPUR.BO,14833334272.0,,,,,,,,Unknown,Unknown,,11,97
BALMLAWRIE.BO,25513795584.0,9.632021,7.596741,15.49,19.64,24841635840.0,5.7,0.919,Industrials,Conglomerates,863.0,8,25
BALPHARMA.BO,1406611456.0,18.141684,,4.87,,3243420928.0,1.36,0.609,Healthcare,Drug Manufacturers - Specialty & Generic,868.0,7,32
BALRAMCHIN.BO,89674768384.0,21.836283,28.5627,20.34,15.55,53459513344.0,1.35,0.864,Consumer Defensive,Confectioners,6056.0,4,24
BANARBEADS.BO,797009984.0,24.917011,,4.82,,330512000.0,3.54,0.239,Consumer Cyclical,Footwear & Accessories,242.0,3,44
BANARISUG.BO,41215488000.0,45.043167,,72.97,,17202667520.0,0.38,0.927,Consumer Defensive,Confectioners,2061.0,4,24
BANCOINDIA.BO,45049503744.0,14.703548,17.448755,21.42,18.05,30617423872.0,6.99,0.839,Consumer Cyclical,Auto Parts,690.0,3,10
BANG.BO,725324416.0,,,-3.16,,1773806976.0,,0.201,Consumer Cyclical,Apparel Manufacturing,299.0,3,6
BANKBARODA.BO,1022377787392.0,5.005063,9.450287,39.5,20.92,638094737408.0,3.84,0.791,Financial Services,Banks - Regional,75515.0,6,11
BANKBEES.BO,,,,,,,,,Unknown,Unknown,,11,97
BANKINDIA.BO,433641848832.0,5.099036,10.2640085,18.68,9.28,275239600128.0,2.94,1.365,Financial Services,Banks - Regional,50944.0,6,11
BANSTEA.BO,37283700.0,,,,,,,0.178,Consumer Defensive,Farm Products,,4,40
BANSWRAS.BO,4313244672.0,17.427385,,7.23,,12958333952.0,0.79,0.635,Consumer Cyclical,Textile Manufacturing,13570.0,3,91
BASF.BO,185429016576.0,30.210508,59.788555,141.8,71.65,153332596736.0,0.35,0.381,Basic Materials,Specialty Chemicals,1401.0,1,86
BASML.BO,2204624640.0,,,-3.49,,9100824576.0,,0.925,Consumer Cyclical,Textile Manufacturing,3086.0,3,91
BATAINDIA.BO,157164044288.0,45.038677,48.141735,27.15,25.4,34984431616.0,1.8,0.563,Consumer Cyclical,Footwear & Accessories,4073.0,3,44
BAYERCROP.BO,213099708416.0,40.98228,42.5986,115.7,111.31,52172001280.0,2.64,0.488,Basic Materials,Agricultural Inputs,1317.0,1,2
BBL.BO,28272445440.0,42.73535,18.26433,58.53,136.95,18700582912.0,1.4,0.706,Industrials,Electrical Equipment & Parts,1052.0,8,34
BBTC.BO,115922526208.0,10.111063,4.4483266,164.32,,181344600064.0,0.85,1.013,Consumer Defensive,Packaged Foods,2491.0,4,68
BEDMUTHA.BO,4968640512.0,16.830603,,9.15,,9970684928.0,,0.003,Basic Materials,Steel,532.0,1,89
BEL.BO,1801129689088.0,36.076134,34.802258,6.83,7.08,231832403968.0,1.14,0.428,Industrials,Aerospace & Defense,11444.0,8,1
BEML.BO,102195601408.0,39.06399,24.0,62.82,,38833344512.0,0.84,1.1,Industrials,Conglomerates,4729.0,8,25
BEPL.BO,24997785600.0,13.798076,17.259449,7.28,5.82,13739838464.0,4.98,1.111,Basic Materials,Chemicals,478.0,1,21
BERGEPAINT.BO,569391382528.0,49.98976,90.61224,9.77,5.39,113610399744.0,0.72,0.486,Basic Materials,Specialty Chemicals,4445.0,1,86
BFINVEST.BO,15961645056.0,3.3545756,,126.32,,484929984.0,,0.348,Financial Services,Asset Management,2.0,6,8
BFUTILITIE.BO,23058223104.0,15.292282,,40.03,,9065235456.0,,0.729,Industrials,Infrastructure Operations,7.0,8,48
BGRENERGY.BO,5679117824.0,,,-70.9,,4924199936.0,,1.049,Industrials,Engineering & Construction,,8,37
BHARATFORG.BO,485666684928.0,52.90885,37.72187,19.2,26.93,154344046592.0,0.89,1.086,Consumer Cyclical,Auto Parts,3778.0,3,10
BHARATGEAR.BO,1130288896.0,,,-0.17,,6434374144.0,,0.933,Consumer Cyclical,Auto Parts,1157.0,3,10
BHARATIDIL.BO,,,,,,,,,Unknown,Unknown,,11,97
BHARATRAS.BO,40573300736.0,22.172945,,440.37,,11760861184.0,0.02,0.642,Basic Materials,Agricultural Inputs,816.0,1,2
BHARTIARTL.BO,9384371421184.0,38.171207,-653.99994,41.12,-2.4,1627081015296.0,0.51,0.327,Communication Services,Telecom Services,28715.0,2,90
BHEL.BO,622940520448.0,120.87837,37.193348,1.48,4.81,276063584256.0,0.14,1.13,Industrials,Specialty Industrial Machinery,42880.0,8,87
BIL.BO,6263421952.0,285.0,30.645163,1.8,16.74,9677770752.0,,0.865,Consumer Cyclical,Footwear & Accessories,315.0,3,44
BILENERGY.BO,139534560.0,,,,,,,,Unknown,Unknown,,11,97
BIOCON.BO,362490593280.0,45.029766,17.281553,6.72,17.51,147618004992.0,0.17,0.43,Healthcare,Biotechnology,16315.0,7,15
BIRLACABLE.BO,4204499712.0,83.92216,,1.67,,6801388032.0,1.25,0.47,Technology,Communication Equipment,313.0,10,22
BIRLACORPN.BO,74876100608.0,32.261116,23.78547,30.14,40.88,90605199360.0,1.03,0.616,Basic Materials,Building Materials,7078.0,1,17
BIRLAMONEY.BO,8182532096.0,10.062544,,14.39,,3606411008.0,,0.567,Financial Services,Capital Markets,718.0,6,20
BLISSGVS.BO,13134370816.0,22.14032,12.465,5.63,10.0,8098686976.0,0.4,0.816,Healthcare,Drug Manufacturers - Specialty & Generic,831.0,7,32
BLKASHYAP.BO,11114191872.0,20.45643,46.95238,2.41,1.05,12006248448.0,,0.943,Industrials,Engineering & Construction,1288.0,8,37
BLUEDART.BO,142189445120.0,51.81134,78.43586,115.66,76.4,56289898496.0,0.42,0.264,Industrials,Integrated Freight & Logistics,12541.0,8,50
BLUESTARCO.BO,394297245696.0,70.409775,82.1548,27.21,23.32,112764600320.0,0.37,0.616,Industrials,Building Products & Equipment,3167.0,8,18
BMAL.BO,249048272.0,70.789474,,0.19,,231618176.0,,0.28,Basic Materials,Aluminum,,1,5
BODALCHEM.BO,6736744960.0,111.43751,3.3747635,0.48,15.85,16876489728.0,0.12,0.882,Basic Materials,Specialty Chemicals,2133.0,1,86
BOMDYEING.BO,26167984128.0,4.801061,,26.39,,16270600192.0,0.95,0.592,Consumer Cyclical,Textile Manufacturing,443.0,3,91
BOSCHLTD.BO,781984464896.0,38.61031,39.91945,686.7,664.18,172166004736.0,1.28,0.798,Consumer Cyclical,Auto Parts,39769.0,3,10
BPCL.BO,1029745344512.0,7.380286,7.2181826,32.16,,4455963557888.0,6.53,1.106,Energy,Oil & Gas Refining & Marketing,8506.0,5,66
BPL.BO,3813255936.0,21.748604,,3.58,,756796992.0,,0.515,Technology,Consumer Electronics,125.0,10,26
BRFL.BO,634952512.0,,,,,,,,Unknown,Unknown,,11,97
BRIGADE.BO,232559476736.0,34.71908,64.826294,27.41,14.68,53161897984.0,0.21,0.829,Real Estate,Real Estate - Development,859.0,9,75
BRITANNIA.BO,1108727431168.0,51.28175,38.554733,89.76,119.39,175287500800.0,1.6,0.639,Consumer Defensive,Packaged Foods,5337.0,4,68
BROOKS.BO,2900061184.0,,,-6.99,,769617984.0,,1.767,Healthcare,Drug Manufacturers - Specialty & Generic,293.0,7,32
BSL.BO,1741954816.0,16.774033,,10.09,,6678993920.0,0.59,0.655,Consumer Cyclical,Textile Manufacturing,460.0,3,91
BURNPUR.BO,114717832.0,,,-155.05,,5357000.0,,1.611,Basic Materials,Building Materials,94.0,1,17
BUTTERFLY.BO,10495325184.0,286.34146,,2.05,,8438827008.0,,0.829,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1217.0,3,45
BVCL.BO,833437632.0,29.614174,,1.27,,2185633024.0,,0.886,Basic Materials,Building Materials,288.0,1,17
CANBK.BO,733906337792.0,4.4676976,2.2264724,18.11,36.34,600184389632.0,3.98,0.963,Financial Services,Banks - Regional,82638.0,6,11
CANDC.BO,60050904.0,,,,,,,,Unknown,Unknown,,11,97
CANFINHOME.BO,76749971456.0,9.225352,20.718908,62.48,27.82,13106293760.0,2.08,0.872,Financial Services,Mortgage Finance,903.0,6,61
CANTABIL.BO,20269670400.0,28.579012,,8.48,,6971984896.0,0.41,0.173,Consumer Cyclical,Apparel Manufacturing,3271.0,3,6
CARBORUNIV.BO,158561075200.0,39.842106,48.49738,20.9,17.17,48782970880.0,0.48,0.682,Industrials,Conglomerates,2238.0,8,25
CAREERP.BO,5779884544.0,9.577932,,33.17,,1158071040.0,1.57,-0.228,Industrials,Conglomerates,182.0,8,25
CARERATING.BO,33562974208.0,28.325743,20.561272,39.51,54.43,3828145920.0,1.61,0.964,Financial Services,Financial Data & Stock Exchanges,563.0,6,42
CASTROLIND.BO,210040061952.0,22.686968,28.65722,9.36,7.41,53648498688.0,4.0,0.735,Energy,Oil & Gas Refining & Marketing,639.0,5,66
CCCL.BO,6084635648.0,0.4240746,,34.31,,1668872960.0,,7.681,Industrials,Engineering & Construction,201.0,8,37
CCHHL.BO,2198604032.0,168.125,,0.08,,645196992.0,,0.942,Consumer Cyclical,Lodging,,3,54
CCL.BO,77196050432.0,28.24805,20.54768,20.52,28.21,30048796672.0,0.78,0.241,Consumer Defensive,Packaged Foods,999.0,4,68
CEATLTD.BO,102439813120.0,21.186234,26.62319,118.99,94.69,127890997248.0,1.19,0.635,Consumer Cyclical,Auto Parts,8593.0,3,10
CELEBRITY.BO,632817984.0,,,-3.04,,2082200064.0,,0.018,Consumer Cyclical,Apparel Manufacturing,2497.0,3,6
CELESTIAL.BO,,,,,,,,,Unknown,Unknown,,11,97
CENPORT.BO,77016774737920.0,57658916.0,,,,,,,Unknown,Unknown,,11,97
CENTENKA.BO,11162379264.0,13.9652815,8.214343,36.58,62.19,20263700480.0,1.96,0.504,Consumer Cyclical,Textile Manufacturing,1544.0,3,91
CENTEXT.BO,1434400000.0,17.07619,,1.05,,4037600000.0,,1.14,Basic Materials,Aluminum,345.0,1,5
CENTRALBK.BO,382655823872.0,10.495239,,4.2,,149491351552.0,,0.829,Financial Services,Banks - Regional,31610.0,6,11
CENTUM.BO,15590296576.0,,,-19.7,,10835720192.0,0.83,0.545,Technology,Electronic Components,1290.0,10,35
CENTURYPLY.BO,160320028672.0,75.71878,67.81954,9.53,10.64,43901906944.0,0.14,0.78,Basic Materials,Lumber & Wood Production,7155.0,1,55
CERA.BO,68263043072.0,29.154825,51.733288,181.56,102.32,18944030720.0,1.13,-0.109,Industrials,Building Products & Equipment,2510.0,8,18
CEREBRAINT.BO,644709568.0,,,-3.0,,483031008.0,,0.881,Technology,Computer Hardware,48.0,10,23
CESC.BO,173119455232.0,12.40266,1.7250034,10.53,75.71,165112102912.0,3.45,0.83,Utilities,Utilities - Regulated Electric,6087.0,12,99
CGCL.BO,131894804480.0,34.376347,16.599169,4.65,9.63,16432570368.0,0.09,0.303,Financial Services,Credit Services,6820.0,6,28
CGPOWER.BO,874972315648.0,93.51307,125.22975,6.12,4.57,93476102144.0,0.22,1.326,Industrials,Electrical Equipment & Parts,3113.0,8,34
CHAMBLFERT.BO,213787901952.0,13.191594,24.818604,40.45,21.5,168405106688.0,1.5,0.988,Basic Materials,Agricultural Inputs,1089.0,1,2
CHENNPETRO.BO,67285438464.0,18.081232,6.492098,24.99,69.6,600769691648.0,12.17,0.756,Energy,Oil & Gas Refining & Marketing,1422.0,5,66
CHOLAFIN.BO,1177844187136.0,28.982822,15.74955,48.32,88.92,104630403072.0,0.14,1.17,Financial Services,Credit Services,38235.0,6,28
CINELINE.BO,3082605312.0,,,-4.37,,2508528128.0,,0.806,Communication Services,Entertainment,306.0,2,38
CINEVISTA.BO,804110976.0,,,-1.35,,760000.0,,0.429,Communication Services,Entertainment,,2,38
CIPLA.BO,1139504316416.0,22.830906,22.04541,61.8,,267201298432.0,0.92,0.332,Healthcare,Drug Manufacturers - Specialty & Generic,27764.0,7,32
CITYMAN.BO,320610144.0,80.588234,,0.34,,,,-0.436,Real Estate,Real Estate Services,3.0,9,77
CLASELE.BO,23020756.0,33.049038,,,,,,,Unknown,Unknown,,11,97
COALINDIA.BO,2276202905600.0,6.6265707,6.2266808,55.7,,1320101347328.0,8.56,0.226,Energy,Thermal Coal,228861.0,5,92
