,Security Id,Security Name,Group,Industry
1398,EPIC,EPIC ENERGY LTD.-$,XT,Finance (including NBFCs)
1399,ASHISHPO,ASHISH POLYPLAST LTD.,XT,Plastic Products
1400,SIDDHA,SIDDHA VENTURES LTD.,XT,Finance (including NBFCs)
1402,KIRANSY-B,KIRAN SYNTEX LTD.,XT,Textiles
1403,SUMERUIND,SUMERU INDUSTRIES LTD.,XT,Comm.Trading  &amp; Distribution
1404,RUNGTAIR,RUNGTA IRRIGATION LTD.,XT,Plastic Products
1405,SABOOSOD,SABOO SODIUM CHLORO LTD.,XT,Other Food Products
1406,RELAXO,RELAXO FOOTWEARS LTD.-$,B ,Footwear
1408,TERAI,TERAI TEA CO.LTD.,XT,Tea &amp; Coffee
1409,SHILPAMED,SHILPA MEDICARE LTD.,B ,Pharmaceuticals
1410,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,B ,Other Elect.Equip./ Prod.
1412,EKAMLEA,EKAM LEASING &amp; FINANCE CO.LTD.,XT,Misc.Commercial Services
1413,TELECANOR,TELECANOR GLOBAL LTD.,XT,IT Software Products
1414,JAGSONFI,JAGSONPAL FINANCE &amp; LEASING LTD.,XT,Finance (including NBFCs)
1415,STURDY,STURDY INDUSTRIES LTD.,XT,Plastic Products
1416,GARGFUR,GARG FURNACE LTD.,XT,Iron &amp; Steel/Interm.Products
1417,GOODLUCK,Goodluck India Ltd,B ,Iron &amp; Steel Products
1419,YORKEXP,YORK EXPORTS LTD.,XT,Other Apparels &amp; Accessories
1420,SUPREME,SUPREME HOLDINGS &amp; HOSPITALITY (INDIA) LTD.,XT,Finance (including NBFCs)
1421,PITHP,PITHAMPUR POLY PRODUCTS LTD.,P ,Containers &amp; Packaging
1422,LYKISLTD,Lykis Limited,XT,Tea &amp; Coffee
1424,FLORATX,FLORA TEXTILES LTD.,P ,Textiles
1425,GOWRALE,GOWRA LEASING &amp; FINANCE LTD.,XT,Finance (including NBFCs)
1426,JAGANLAM,JAGAN LAMPS LTD.,XT,Auto Parts &amp; Equipment
1427,AJEL,AJEL LTD.,Z ,IT Consulting &amp; Software
1428,ALPSINDUS,ALPS INDUSTRIES LTD.,T ,Textiles
1430,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,XT,Other Financial Services
1432,OVOBELE,OVOBEL FOODS LTD.,P ,Other Food Products
1434,STERTOOLS,STERLING TOOLS LTD.-$,B ,Auto Parts &amp; Equipment
1436,IVRCLINFRA,IVRCL LTD,B ,Construction &amp; Engineering
1440,SUNCITYSY,SUNCITY SYNTHETICS LTD.,XT,Textiles
1441,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,XT,Comm.Trading  &amp; Distribution
1442,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,XT,Finance (including NBFCs)
1446,KRBL,KRBL LTD.,B ,Packaged Foods
1448,CUPID,CUPID LTD.-$,B ,Personal Products
1449,HIPOLIN,HIPOLIN LTD.,XT,Household Products
1451,CIFL,Capital India Finance Ltd,XT,Other Financial Services
1452,CENPORT,CENTURY TWENTYFIRST PORTFOLIO LTD.,XT,Other Financial Services
1454,ASIAPAK,ASIA PACK LTD.,XT,Textiles
1456,ERPSOFT,ERP SOFT SYSTEMS LTD.,XT,Misc.Commercial Services
1458,RRSECUR,R.R.SECURITIES LTD.,P ,Misc.Commercial Services
1459,REMSONSIND,REMSONS INDUSTRIES LTD.,B ,Auto Parts &amp; Equipment
1461,RAMSONS,RAMSONS PROJECTS LTD.,XT,Finance (including NBFCs)
1462,HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,P ,Financial Institutions
1463,EUROASIA,EURO ASIA EXPORTS LTD.,P ,Comm.Trading  &amp; Distribution
1466,VIKASECO,Vikas EcoTech Ltd,B ,Specialty Chemicals
1467,IOC,INDIAN OIL CORPORATION LTD.,A ,Oil Marketing &amp; Distribution
1469,ALFAICA,ALFA ICA (INDIA) LTD.,XT,Plastic Products
1470,SKCIL,Shri Keshav Cements And Infra Ltd,XT,Cement &amp; Cement Products
1471,SARTHAKGL,SARTHAK GLOBAL LTD.,XT,Comm.Trading  &amp; Distribution
1472,BALAMINES,BALAJI AMINES LTD.-$,B ,Commodity Chemicals
1473,SWRNASE,SWARNA SECURITIES LTD.,XT,Finance (including NBFCs)
1474,ARISE,ARIHANT'S SECURITIES LTD.,XT,Misc.Commercial Services
1477,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,XT,Healthcare Services
1478,NEELKAN,NEELKANTH ROCKMINERALS LTD.,XT,Construction Materials
1480,OSWALOR,OSWAL OVERSEAS LTD.,XT,Sugar
1481,CONTILI,CONTIL INDIA LTD.,XT,Finance (including NBFCs)
1482,VIJSOLX,VIJAY SOLVEX LTD.,XT,Edible Oils
1483,ALANKIT,Alankit Ltd,B ,Other Financial Services
1487,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,P ,Houseware
1489,CEENIK,CEENIK EXPORTS (INDIA) LTD.,XT,Other Apparels &amp; Accessories
1490,PATELENG,PATEL ENGINEERING LTD.-$,B ,Construction &amp; Engineering
1491,ALICON,Alicon Castalloy Limited,B ,Aluminium
1492,ORGCOAT,ORGANIC COATINGS LTD.,XT,Specialty Chemicals
1493,CATVISION,Catvision Limited,XT,Comm.Trading  &amp; Distribution
1495,EMAMILTD,EMAMI LTD.-$,A ,Personal Products
1496,KEMISTAR,Kemistar Corporation Limited,P ,Specialty Chemicals
1498,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,XT,Finance (including NBFCs)
1499,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,T ,Finance (including NBFCs)
1503,RAYLA,RAYMED LABS LTD.,XT,Pharmaceuticals
1504,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,B ,IT Software Products
1505,COLINZ,COLINZ LABORATORIES LTD.,XT,Pharmaceuticals
1507,MANAPPURAM,MANAPPURAM FINANCE LTD.,A ,Finance (including NBFCs)
1508,MAYURFL,MAYUR FLOORINGS LTD.,P ,Construction Materials
1510,DECOMIC,DECO-MICA LTD.,P ,Commodity Chemicals
1512,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs)
1514,PRIMAIN,PRIMA INDUSTRIES LTD.,XT,Edible Oils
1515,PRATIKSH,PRATIKSHA CHEMICALS LTD.,XT,Specialty Chemicals
1516,ESHAMEDIA,Esha Media Research Limited,XT,Advertising &amp; Media
1517,YKMIND,YKM INDUSTRIES LTD.,P ,Packaged Foods
1519,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,B ,Commercial Vehicles
1520,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,XT,IT Software Products
1521,KINETRU,KINETIC TRUST LTD.,XT,Finance (including NBFCs)
1522,TRISHAKT,TRISHAKTI ELECTRONICS &amp; INDUSTRIES LTD.,XT,Finance (including NBFCs)
1523,CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs)
1524,LEADFIN,LEAD FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs)
1525,ARTEFACT,ARTEFACT PROJECTS LTD.,XT,Consulting Services
1526,AMITINT,AMIT INTERNATIONAL LTD.,XT,Textiles
1528,ROSELABS,ROSELABS FINANCE LTD.,XT,Other Financial Services
1529,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,B ,Packaged Foods
1532,MILESTONE,MILESTONE GLOBAL LTD.,XT,Construction Materials
1534,BERVINL,BERVIN INVESTMENT &amp; LEASING LTD.,XT,Other Financial Services
1535,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,A ,Transport Related Services
1536,PANACEABIO,PANACEA BIOTEC LTD.,B ,Biotechnology
1537,PEETISEC,PEETI SECURITIES LTD.,XT,Textiles
1539,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,XT,Misc.Commercial Services
1542,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,XT,Medical Equipment
1543,ARIHANT,ARIHANT FOUNDATIONS &amp; HOUSING LTD.-$,T ,Realty
1544,UPSURGE,UPSURGE INVESTMENT &amp; FINANCE LTD.,XT,Finance (including NBFCs)
1546,PADAMCO,PADAM COTTON YARNS LTD.,XT,Textiles
1547,SOURCENTRL,SOURCE NATURAL FOODS &amp; HERBAL SUPPL LTD.,XT,Pharmaceuticals
1548,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,T ,Other Financial Services
1549,LWSKNIT,LWS KNITWEAR LTD.,XT,Comm.Trading  &amp; Distribution
1550,ZICOM,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.-$,B ,Electronic Components
1551,ANSINDUS,ANS Industries Ltd,XT,Non-alcoholic Beverages
1552,ALCHCORP,ALCHEMIST CORPORATION LTD.,XT,Commodity Chemicals
1554,TNPL,TAMIL NADU NEWSPRINT &amp; PAPERS LTD.,B ,Paper &amp; Paper Products
1555,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,B ,Industrial Machinery
1556,SYTIXSE,SYSTEMATIX SECURITIES LTD.,P ,Finance (including NBFCs)
1557,SUNGOLD,SUNGOLD CAPITAL LTD.,XT,Finance (including NBFCs)
1558,SAFFRON,Saffron Industries Limited,XT,Paper &amp; Paper Products
1559,PWASML,Prakash Woollen &amp; Synthetic Mills Ltd,XT,Textiles
1560,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,B ,IT Consulting &amp; Software
1562,MOHITIND,MOHIT INDUSTRIES LTD.-$,B ,Textiles
1563,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,XT,Fibres &amp; Plastics
1564,CONTICON,CONTINENTAL CONTROLS LTD.,XT,Other Elect.Equip./ Prod.
1565,CYBELEIND,CYBELE INDUSTRIES LTD.,XT,Other Elect.Equip./ Prod.
1567,BLUECOAST,BLUE COAST HOTELS LTD.,B ,Hotels
1568,MADHUCON,MADHUCON PROJECTS LTD.-$,B ,Construction &amp; Engineering
1569,RAJESHEXPO,RAJESH EXPORTS LTD.,A ,Other Apparels &amp; Accessories
1570,MARIS,MARIS SPINNERS LTD.-$,XT,Textiles
1571,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,B ,Non-Durable Household Prod.
1572,STEP2COR,STEP TWO CORPORATION LTD.,XT,Other Financial Services
1573,ORIENTTR,ORIENT TRADELINK LTD.,XT,Finance (including NBFCs)
1576,DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.,P ,Pharmaceuticals
1577,ICSA,ICSA (INDIA) LTD.-$,B ,Other Elect.Equip./ Prod.
1578,HATSUN,HATSUN AGRO PRODUCT LTD.,B ,Packaged Foods
1580,JINDWORLD,JINDAL WORLDWIDE LTD.,B ,Textiles
1581,SOMANYCERA,SOMANY CERAMICS LTD.,B ,Furniture-Furnishing-Paints
1582,JHACC,JHAVERI CREDITS &amp; CAPITAL LTD.,XT,Finance (including NBFCs)
1583,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,XT,Realty
1584,DRL,Disha Resources Ltd,XT,Misc.Commercial Services
1585,CORALFINAC,CORAL INDIA FINANCE &amp; HOUSING LTD.,B ,Housing Finance 
1588,PUSHPIN,PUSHPSONS INDUSTRIES LTD.,P ,Textiles
1589,SANJIVIN,SANJIVANI PARANTERAL LTD.,XT,Pharmaceuticals
1591,DEVINE,DEVINE IMPEX LTD.,XT,Comm.Trading  &amp; Distribution
1593,INCON,INCON ENGINEERS LTD.,XT,Industrial Machinery
1594,CGCL,Capri Global Capital Limited,B ,Finance (including NBFCs)
1595,FDC,FDC LTD.,B ,Pharmaceuticals
1596,GOGIACAP,Gogia Capital Services Limited,XT,Other Financial Services
1597,GORANIN,GORANI INDUSTRIES LTD.,XT,Houseware
1598,KGPETRO,KG PETROCHEM LTD.,XT,Containers &amp; Packaging
1600,STARCOM,Starcom Information Technology Ltd,XT,IT Consulting &amp; Software
1602,COUNCODOS,COUNTRY CONDO'S LTD.,T ,Realty
1603,OROSMITHS,OROSIL SMITHS INDIA LTD.-$,XT,Other Apparels &amp; Accessories
1606,SILVOAK,SILVER OAK (INDIA) LTD.,XT,Breweries &amp; Distilleries
1608,SICL,Suvidha Infraestate Corporation Limited,P ,Realty
1609,MARICO,MARICO LTD.,A ,Personal Products
1611,VAXHS,VAX HOUSING FINANCE CORPORATION LTD.,XT,Misc.Commercial Services
1612,NATGENI,NATIONAL GENERAL INDUSTRIES LTD.,XT,Iron &amp; Steel/Interm.Products
1613,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,XT,Finance (including NBFCs)
1615,HITTCO,HITTCO TOOLS LTD.,XT,Industrial Machinery
1616,YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS LTD.,XT,Household Products
1618,ANKIN,ANKA INDIA LTD.,XT,Footwear
1619,VAGHANI,VAGHANI TECHNO-BUILD LTD.,XT,Packaged Foods
1624,ADVIKLA,ADVIK LABORATORIES LTD.,XT,Pharmaceuticals
1625,KGL,KARUTURI GLOBAL LTD.,T ,Other Agricultural Products
1629,TRICOMFRU,Tricom Fruit Products Limited,XT,Other Food Products
1630,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,B ,Specialty Chemicals
1633,MENNPIS,MENON PISTONS LTD.,XT,Auto Parts &amp; Equipment
1634,PRISMFN,PRISM FINANCE LTD.,P ,Finance (including NBFCs)
1635,HIRAUTO,HIRA AUTOMOBILES LTD.,P ,Comm.Trading  &amp; Distribution
1636,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,B ,Realty
1637,GKCONS,G.K.CONSULTANTS LTD.,XT,Finance (including NBFCs)
1639,UNJHAFOR,UNJHA FORMULATIONS LTD.,XT,Pharmaceuticals
1640,POLYMED,POLY MEDICURE LTD.,B ,Medical Equipment
1641,PFLINFOTC,PFL INFOTECH LTD.,XT,IT Software Products
1643,CISTRO,CISTRO TELELINK LTD.,XT,Comm.Trading  &amp; Distribution
1644,KACHCHH,KACHCHH MINERALS LTD.,XT,Mining
1646,ATULAUTO,ATUL AUTO LTD.-$,B ,2/3 Wheelers
1647,SCANPRO,SCAN PROJECTS LTD.,XT,Cement &amp; Cement Products
1648,METALCO,METAL COATINGS (INDIA) LTD.,XT,Iron &amp; Steel Products
1649,GANGAPA,GANGA PAPERS INDIA LTD.,XT,Paper &amp; Paper Products
1654,TRINITYLEA,TRINITY LEAGUE INDIA LTD.,P ,Other Financial Services
1655,ASTAR,ASIAN STAR CO.LTD.-$,B ,Other Apparels &amp; Accessories
1657,SACHEMT,SACHETA METALS LTD.,XT,Aluminium
1658,POPULARES,POPULAR ESTATE MANAGEMENT LTD.,XT,Construction &amp; Engineering
1663,RAHME,RAHUL MERCHANDISING LTD.,XT,Other Apparels &amp; Accessories
1664,KHANDSE,KHANDWALA SECURITIES LTD.,B ,Other Financial Services
1665,SAWABUSI,SAWACA BUSINESS MACHINES LTD.,XT,Misc.Commercial Services
1668,GALAGEX,GALAXY AGRICO EXPORTS LTD.,XT,Industrial Machinery
1669,GOPAIST,GOPAL IRON &amp; STEELS CO.(GUJARAT) LTD.,XT,Iron &amp; Steel Products
1671,HINDAPL,HINDUSTAN APPLIANCES LTD.,P ,Comm.Trading  &amp; Distribution
1672,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,T ,Petrochemicals
1673,SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.,XT,Packaged Foods
1674,GOLCA,GOLDEN CARPETS LTD.,XT,Furniture-Furnishing-Paints
1675,SAICAPI,SAI CAPITAL LTD.,P ,Misc.Commercial Services
1678,SHREMETAL,SHREE METALLOYS LTD.,XT,Finance (including NBFCs)
1680,IITLPROJ,IITL PROJECTS LIMITED,XT,Realty
1682,AMBIKCO,AMBIKA COTTON MILLS LTD.,B ,Textiles
1683,SENINFO,Senthil Infotek Ltd,XT,IT Consulting &amp; Software
1684,SPECFOOD,SPECTRUM FOODS LTD.,XT,Other Food Products
1685,DECPO,DECCAN POLYPACKS LTD.,XT,Containers &amp; Packaging
1686,AMRAAGRI,AMRAWORLD AGRICO LTD.,XT,Textiles
1687,AUTOPINS,AUTO PINS (INDIA) LTD.,XT,Auto Parts &amp; Equipment
1688,SHVFL,SHREEVATSAA FINANCE &amp; LEASING LTD.,XT,Misc.Commercial Services
1689,POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.,XT,Movies &amp; Entertainment
1693,SINDHUTRAD,Sindhu Trade Links Limited,XT,Misc.Commercial Services
1694,JAINSTUDIO,JAIN STUDIOS LTD.,T ,Broadcasting &amp; Cable TV
1696,ZENOTECH,ZENOTECH LABORATORIES LTD.,XT,Pharmaceuticals
1697,HINDBIO,HINDUSTAN BIO SCIENCES LTD.,XT,IT Software Products
1698,SWELECTES,Swelect Energy Systems Limited-$,B ,Heavy Electrical Equipment
1699,KDDL,KDDL LTD.-$,T ,Other Apparels &amp; Accessories
1700,ADIEXRE,ADINATH EXIM RESOURCES LTD.,XT,Investment Companies
1701,ABHICAP,ABHINAV CAPITAL SERVICES LTD.,XT,Finance (including NBFCs)
1702,KSERASERA,KSS Limited-$,T ,Movies &amp; Entertainment
1704,VANDANA,VANDANA KNITWEAR LTD.,XT,Textiles
1706,SBECSUG,SBEC SUGAR LTD.,XT,Sugar
1707,MEGFI,MEGA FIN (INDIA) LTD.,P ,Misc.Commercial Services
1712,BANKBARODA,BANK OF BARODA,A ,Banks
1714,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,B ,Other Food Products
1715,WELCORP,Welspun Corp Limited,A ,Construction &amp; Engineering
1716,BANKINDIA,BANK OF INDIA,A ,Banks
1717,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,B ,Healthcare Facilities
1719,GAIL,GAIL (INDIA) LTD.,A ,Utilities:Non-Elec.
1720,VAIBHAVGBL,Vaibhav Global Ltd,B ,Internet &amp; Catalogue Retail
1721,JKPAPER,JK PAPER LTD.,B ,Paper &amp; Paper Products
1722,SAREGAMA,SAREGAMA INDIA LTD.,B ,Movies &amp; Entertainment
1724,OMKARPH,OMKAR PHARMACHEM LTD.,XT,Commodity Chemicals
1726,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,B ,IT Software Products
1727,ICICIBANK,ICICI BANK LTD.,A ,Banks
1728,CYIENT,Cyient Limited,A ,IT Consulting &amp; Software
1729,ENGINERSIN,ENGINEERS INDIA LTD.,A ,Consulting Services
1731,DHANBANK,Dhanlaxmi Bank Limited,B ,Banks
1732,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,A ,Coal
1733,GAYATRI,GAYATRI SUGARS LTD.,XT,Sugar
1734,INDUSINDBK,INDUSIND BANK LTD.,A ,Banks
1735,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,B ,Hotels
1737,CUB,CITY UNION BANK LTD.,A ,Banks
1738,ARCHIES,ARCHIES LTD.,B ,Gift Articles-Toys &amp; Cards 
1739,AXISBANK,AXIS BANK LTD.,A ,Banks
1741,SIELFNS,SIEL FINANCIAL SERVICES LTD.,P ,Other Financial Services
1742,SOUTHBANK,SOUTH INDIAN BANK LTD.,A ,Banks
1743,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,B ,Electric Utilities
1744,SONATSOFTW,SONATA SOFTWARE LTD.,B ,IT Consulting &amp; Software
1745,BENGALT,BENGAL TEA &amp; FABRICS LTD.,XT,Textiles
1746,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,A ,Aluminium
1747,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,B ,Auto Parts &amp; Equipment
1749,NSIL,NALWA SONS INVESTMENTS LTD.,B ,Finance (including NBFCs)
1750,APARINDS,APAR INDUSTRIES LTD.,B ,Other Elect.Equip./ Prod.
1751,TCIIND,TCI INDUSTRIES LTD.,XT,Transportation - Logistics
1752,ACCELYA,Accelya Kale Solutions Limitd,B ,IT Consulting &amp; Software
1754,HCLTECH,HCL TECHNOLOGIES LTD.,A ,IT Consulting &amp; Software
1756,GEOJITFSL,Geojit Financial Services Ltd,B ,Other Financial Services
1757,JINDALSTEL,JINDAL STEEL &amp; POWER LTD.,A ,Iron &amp; Steel/Interm.Products
1758,BLBLIMITED,BLB LTD.,B ,Other Financial Services
1759,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,A ,Pharmaceuticals
1760,WOCKPHARMA,WOCKHARDT LTD.,A ,Pharmaceuticals
1761,TATACOFFEE,TATA COFFEE LTD.,B ,Tea &amp; Coffee
1762,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,B ,Pharmaceuticals
1763,MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,T ,IT Software Products
1764,GEPIL,GE Power India Ltd,B ,Heavy Electrical Equipment
1765,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,B ,Containers &amp; Packaging
1766,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,B ,Realty
1770,CINEVISTA,CINEVISTA LTD.,T ,Movies &amp; Entertainment
1771,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,B ,IT Software Products
1772,DANLAW,DANLAW TECHNOLOGIES INDIA LTD.-$,XT,IT Software Products
1773,AJANTPHARM,AJANTA PHARMA LTD.,A ,Pharmaceuticals
1774,CURATECH,CURA TECHNOLOGIES LTD.,B ,IT Software Products
1775,HBPOR,HB PORTFOLIO LTD.,XT,Other Financial Services
1776,BARONINF,BARON INFOTECH LTD.,XT,IT Software Products
1777,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,B ,IT Training Services
1778,OMNIAX,OMNI AXS SOFTWARE LTD.,XT,IT Software Products
1779,IZMO,IZMO Limited-$,B ,IT Consulting &amp; Software
1780,TVSMOTOR,TVS MOTOR COMPANY LTD.,A ,2/3 Wheelers
1783,TCI,TRANSPORT CORPORATION OF INDIA LTD.,B ,Surface Transportation
1784,PADMALAYAT,PADMALAYA TELEFILMS LTD.,XT,Movies &amp; Entertainment
1785,AKSHOPTFBR,AKSH OPTIFIBRE LTD.,T ,Telecom Cables
1786,VIRGOGLOB,Virgo Global Ltd,XT,IT Software Products
1787,TRIVENI,TRIVENI ENGINEERING &amp; INDUSTRIES LTD.,B ,Sugar
1788,MUKTAARTS,MUKTA ARTS LTD.,B ,Movies &amp; Entertainment
1789,DSSL,DYNACONS SYSTEMS &amp; SOLUTIONS LTD.,B ,IT Consulting &amp; Software
1790,PNBGILTS,PNB GILTS LTD.,B ,Finance (including NBFCs)
1792,RAMCOIND,RAMCO INDUSTRIES LTD.,B ,Construction Materials
1793,RAMCOSYS,RAMCO SYSTEMS LTD.,B ,IT Consulting &amp; Software
1794,TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,T ,Telecom Services
1797,UNIVARTS,UNIVERSAL ARTS LTD.,XT,Movies &amp; Entertainment
1798,BALAJITELE,BALAJI TELEFILMS LTD.,B ,Broadcasting &amp; Cable TV
1799,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,T ,IT Software Products
1800,PNC,PRITISH NANDY COMMUNICATIONS LTD.,B ,Movies &amp; Entertainment
1801,IOB,INDIAN OVERSEAS BANK,A ,Banks
1802,TAJGVK,TAJGVK HOTELS &amp; RESORTS LTD.,B ,Hotels
1803,OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.,T ,Medical Equipment
1804,CREATIVEYE,CREATIVE EYE LTD.,B ,Movies &amp; Entertainment
1805,AXISCADES,AXISCADES Engineering Technologies Ltd,B ,BPO/KPO
1807,UMESLTD,Usha Martin Education &amp; Solutions Limited,B ,IT Software Products
1810,4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD.,XT,IT Software Products
1811,MEGASOFT,MEGASOFT LTD.,T ,IT Software Products
1812,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,B ,Computer Hardware
1813,NEXTMEDIA,NEXT MEDIAWORKS LTD.,T ,Publishing
1815,SMARTLINK,SMARTLINK NETWORK SYSTEMS LTD.,B ,IT Networking Equipment
1816,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,A ,Personal Products
1818,BFUTILITIE,BF UTILITIES LTD.-$,A ,Electric Utilities
1819,UNITDSPR,UNITED SPIRITS LTD.,A ,Breweries &amp; Distilleries
1821,MPSLTD,MPS LTD.,B ,Comm.Printing/Stationery
1822,CERA,CERA SANITARYWARE LTD.,B ,Furniture-Furnishing-Paints
1823,BHARTIARTL,BHARTI AIRTEL LTD.,A ,Telecom Services
1824,SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,XT,Copper
1826,GULPOLY,GULSHAN POLYOLS LTD.,B ,Commodity Chemicals
1828,PONNIERODE,PONNI SUGARS (ERODE) LTD.,B ,Sugar
1829,PNB,PUNJAB NATIONAL BANK,A ,Banks
1830,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,A ,IT Consulting &amp; Software
1831,KAMAHOLD,Kama Holdings Limited-$,B ,Holding Companies
1832,APTECHT,APTECH LTD.,B ,IT Training Services
1833,UNIONBANK,UNION BANK OF INDIA,A ,Banks
1834,UBL,UNITED BREWERIES LTD.-$,A ,Breweries &amp; Distilleries
1837,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,B ,Roads &amp; Highways
1838,GRANULES,GRANULES INDIA LTD.-$,A ,Pharmaceuticals
1839,CANBK,CANARA BANK,A ,Banks
1840,POKARNA,POKARNA LTD.,B ,Construction Materials
1841,DIVISLAB,DIVI'S LABORATORIES LTD.,A ,Pharmaceuticals
1842,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,B ,Defence
1843,RADICO,RADICO KHAITAN LTD.,B ,Breweries &amp; Distilleries
1845,MARUTI,MARUTI SUZUKI INDIA LTD.,A ,Cars &amp; Utility Vehicles
1846,NAVINFLUOR,Navin Fluorine International Limited-$,B ,Commodity Chemicals
1847,UCOBANK,UCO BANK,A ,Banks
1848,BAGFILMS,B.A.G.FILMS &amp; MEDIA LTD.,T ,Broadcasting &amp; Cable TV
1849,JSL,JINDAL STAINLESS LTD.,B ,Iron &amp; Steel/Interm.Products
1850,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,B ,Auto Parts &amp; Equipment
1852,TVSELECT,TVS ELECTRONICS LTD.,T ,Storage Media &amp; Peripherals
1853,IGL,INDRAPRASTHA GAS LTD.,A ,Utilities:Non-Elec.
1854,TVTODAY,TV TODAY NETWORK LTD.,B ,Broadcasting &amp; Cable TV
1856,PETRONET,PETRONET LNG LTD.,A ,Oil Marketing &amp; Distribution
1857,BIOCON,BIOCON LTD.,A ,Biotechnology
1858,PTC,PTC INDIA LTD.,A ,Electric Utilities
1859,MAHABANK,BANK OF MAHARASHTRA,B ,Banks
1860,RKFORGE,RAMKRISHNA FORGINGS LTD.,B ,Other Industrial Products
1861,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,B ,IT Software Products
1862,NDTV,NEW DELHI TELEVISION LTD.,B ,Broadcasting &amp; Cable TV
1863,STAR,Strides Shasun Ltd,A ,Pharmaceuticals
1864,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,A ,Construction &amp; Engineering
1865,ULTRACEMCO,ULTRATECH CEMENT LTD.,A ,Cement &amp; Cement Products
1867,TCS,TATA CONSULTANCY SERVICES LTD.,A ,IT Consulting &amp; Software
1869,GULFPETRO,GP Petroleums Limited,B ,Oil Marketing &amp; Distribution
1870,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,B ,Forest Products
1871,WELENT,Welspun Enterprises Ltd,B ,Construction &amp; Engineering
1872,NTPC,NTPC LTD.,A ,Electric Utilities
1873,SALSTEEL,S.A.L.STEEL LTD.,T ,Iron &amp; Steel/Interm.Products
1874,JBMA,JBM AUTO LTD.,B ,Auto Parts &amp; Equipment
